52.09727221932659,21.031533332797768,141.3986623911187
52.09727216202451,21.031533144230156,141.3998245196417
52.09727212128521,21.031532955662534,141.403353812173
52.09727208606682,21.03153276709492,141.4076721612364
52.0972720869496,21.031533228061544,141.4101303620264
52.097272119848505,21.031533177762707,141.40221093595028
52.09727206994543,21.03153299757823,141.4065340962261
52.09727206155152,21.031532805864288,141.41106328740716
52.097272120043854,21.031533254245602,141.40726336929947
52.09727213641129,21.031533177762707,141.4045780999586
52.09727210179833,21.031533322345354,141.40757666062564
52.097272154072,21.03153318299952,141.40558281168342
